date,maturities_available,calendar_violations,calendar_free,worst_variance_drop,min_forward_variance,skew_index,risk_neutral_skewness,iv_VIX9D,theta_VIX9D,iv_VIX,theta_VIX,iv_VIX3M,theta_VIX3M,iv_VIX6M,theta_VIX6M,iv_VIX1Y,theta_VIX1Y
2011-01-07,5,0,True,0.0,0.03231279571428571,121.22,-2.122,0.1501,0.000555534493150685,0.1714,0.0024146268493150684,0.2029,0.010489485287671232,0.22920000000000001,0.02677005764383562,0.2557,0.06538248999999999
2011-01-10,5,0,True,0.0,0.033237824285714285,121.47,-2.147,0.15810000000000002,0.0006163301095890412,0.1754,0.002528643287671233,0.2048,0.010686856767123288,0.2293,0.026793422301369864,0.2581,0.06661560999999999
2011-01-11,5,0,True,0.0,0.031200089999999996,122.29,-2.2290000000000005,0.1493,0.0005496285205479451,0.1689,0.0023447021917808214,0.2014,0.010334965150684931,0.2271,0.0262817541369863,0.2555,0.06528025
2011-01-12,5,0,True,0.0,0.02826398285714285,121.94,-2.194,0.1482,0.0005415593424657534,0.1624,0.0021677063013698624,0.1923,0.009422120465753425,0.2194,0.024529761534246578,0.24719999999999998,0.06110783999999999
2011-01-13,5,0,True,0.0,0.02883574000000001,121.29,-2.1290000000000004,0.1492,0.0005488924931506848,0.16390000000000002,0.002207935068493151,0.192,0.009392745205479452,0.2191,0.024462725095890408,0.247,0.061009
2011-01-14,5,0,True,0.0,0.025380657142857147,123.52,-2.3519999999999994,0.14300000000000002,0.0005042219178082193,0.15460000000000002,0.0019644789041095892,0.1837,0.00859821690410959,0.2133,0.023184716547945204,0.24480000000000002,0.05992704000000001
2011-01-18,5,0,True,0.0,0.024536888571428564,128.16,-2.816,0.1634,0.0006583453150684931,0.15869999999999998,0.0020700567123287665,0.1838,0.008607580602739726,0.21289999999999998,0.023097841808219173,0.2429,0.05900041
2011-01-19,5,0,True,0.0,0.029317688571428562,123.41,-2.3409999999999997,0.17739999999999997,0.0007759913424657532,0.17309999999999998,0.002462762465753424,0.19640000000000002,0.009828178849315071,0.22039999999999998,0.024753878794520547,0.24760000000000001,0.06130576000000001
2011-01-20,5,0,True,0.0,0.03387771142857141,126.19,-2.6189999999999998,0.1698,0.0007109270136986302,0.17989999999999998,0.0026600556164383554,0.19899999999999998,0.010090117808219176,0.22149999999999997,0.025001584931506844,0.2477,0.06135529
2011-01-21,5,0,True,0.0,0.03587802571428571,133.99,-3.399000000000001,0.1732,0.0007396826301369863,0.18469999999999998,0.0028038978082191774,0.1997,0.010161228410958902,0.2225,0.025227842465753426,0.2492,0.062100640000000006
2011-01-24,5,0,True,0.0,0.03155759714285714,131.86,-3.1860000000000013,0.17379999999999998,0.0007448163287671232,0.1765,0.0025604589041095887,0.19579999999999997,0.009768220602739724,0.2198,0.0246192861369863,0.24600000000000002,0.060516000000000014
2011-01-25,5,0,True,0.0,0.030698478571428565,134.61,-3.461000000000001,0.1775,0.0007768664383561644,0.1759,0.0025430802739726025,0.1934,0.0095302221369863,0.2182,0.024262166136986302,0.2418,0.05846724
2011-01-26,5,0,True,0.0,0.028210818571428573,131.76,-3.1759999999999993,0.16269999999999998,0.0006527167397260272,0.1664,0.0022758049315068493,0.1882,0.009024628273972605,0.21239999999999998,0.02298947769863013,0.2348,0.055131040000000006
2011-01-27,5,0,True,0.0,0.027527289999999986,130.56,-3.056,0.1507,0.0005599846849315068,0.16149999999999998,0.002143746575342465,0.1848,0.008701497863013698,0.20829999999999999,0.022110502849315067,0.2304,0.05308416
2011-01-28,5,0,True,0.0,0.03801897857142857,128.23,-2.822999999999999,0.2125,0.0011134417808219177,0.2004,0.0033008350684931506,0.2059,0.010801965287671232,0.2234,0.025432345643835615,0.2414,0.05827396
2011-01-31,5,0,True,0.0,0.03647798571428571,130.3,-3.030000000000001,0.205,0.0010362328767123286,0.1953,0.003134966301369863,0.20149999999999998,0.010345230821917807,0.2188,0.024395780383561643,0.239,0.057121
2011-02-01,5,0,True,0.0,0.03170880999999999,129.0,-2.9,0.1721,0.0007303169589041096,0.17629999999999998,0.002554659452054794,0.18969999999999998,0.009169058547945204,0.21100000000000002,0.022687413698630143,0.23149999999999998,0.053592249999999994
2011-02-02,5,0,True,0.0,0.030616475714285725,127.52,-2.752,0.16829999999999998,0.0006984219452054793,0.17300000000000001,0.0024599178082191785,0.1909,0.009285428301369861,0.2122,0.022946203397260275,0.2321,0.05387041
2011-02-03,5,0,True,0.0,0.02965611142857143,127.13,-2.7129999999999996,0.15380000000000002,0.0005832601643835617,0.16690000000000002,0.0022895021917808222,0.1892,0.009120787726027398,0.21,0.022472876712328765,0.2302,0.05299204
2011-02-04,5,0,True,0.0,0.02762258142857142,127.45,-2.745,0.1419,0.0004964944931506849,0.1593,0.0020857389041095886,0.1833,0.00856081306849315,0.20600000000000002,0.02162492054794521,0.22820000000000001,0.05207524000000001
2011-02-07,5,0,True,0.0,0.027790818571428573,127.63,-2.7629999999999995,0.1533,0.0005794739999999999,0.1628,0.002178397808219178,0.1826,0.008495552547945207,0.2036,0.021123974136986304,0.2253,0.05076009
2011-02-08,5,0,True,0.0,0.02662257428571429,129.54,-2.9539999999999993,0.1456,0.0005227239452054794,0.15810000000000002,0.0020544336986301373,0.17850000000000002,0.00811832671232877,0.20079999999999998,0.0205469562739726,0.22010000000000002,0.04844401000000001
2011-02-09,5,0,True,0.0,0.02721569999999999,,,0.14300000000000002,0.0005042219178082193,0.15869999999999998,0.0020700567123287665,0.17859999999999998,0.008127425424657534,0.2009,0.020567426465753425,0.22089999999999999,0.048796809999999996
